1. NNLS               ,0,0
2. X2-I               ,0.002578320287819967,0.004480446633989902
3. X2-L1              ,0.022488919364092246,0.06560931083578417
4. X2-L2              ,0.17933354948193259,0.6420222842087328
5. Lcurve-I           ,0.005431279611425465,0.005877478081443639
6. Lcurve-L1          ,0.12791255761085701,0.1327352975975919
7. Lcurve-L2          ,0.2645918762872164,0.26759162382921164
8. GCV-I              ,0.0007742105867834382,0.0027334390298453157
9. GCV-L1             ,0.10799156649363709,0.22609740748353
10. GCV-L2            ,0.865505862709407,1.3047994419230382
