1. NNLS               ,0,0
2. X2-I               ,0.00046257320003506255,0.0007294114617855551
3. X2-L1              ,0.0023880800600601043,0.0057650322366172724
4. X2-L2              ,0.011733852928439805,0.039723999273596024
5. Lcurve-I           ,0.0008665447656353869,0.0007622311843101678
6. Lcurve-L1          ,0.019319795473562,0.02025715947393455
7. Lcurve-L2          ,0.06669012754793388,0.0742864243291565
8. GCV-I              ,9.717711472796631e-05,0.00047427567238573235
9. GCV-L1             ,0.020297020484607586,0.058498946858944925
10. GCV-L2            ,0.28710568445398493,0.6292868844435792
