1. NNLS               ,0,0
2. X2-I               ,5.392190030291255e-06,4.928112298266433e-07
3. X2-L1              ,5.424624932449132e-06,7.698375922957447e-07
4. X2-L2              ,5.4722764879123e-06,1.3301091313866796e-06
5. Lcurve-I           ,0.17000122605155085,4.119599444502419
6. Lcurve-L1          ,0.0700177637980883,2.6448246660924006
7. Lcurve-L2          ,0.09004703502563152,2.9986482874509024
8. GCV-I              ,5.3733881222840415e-06,1.29450337557179e-08
9. GCV-L1             ,0.0003593728666650512,0.010393810971050693
10. GCV-L2            ,0.0023291135863820612,0.034604474085636376
